dataset,instance_id,commit_id,parent_sha,bug_category,model,agent,strategy,run_role,method,source_files,modified_func_names,bug_reveal_tests,patch_path,test_status,bug_fix_verdict,confirmed_bug_fix_for_rate,review_confidence,review_reason,risk_signals,patch_files,gold_files,add_jaccard,add_seq_ratio,remove_jaccard,remove_seq_ratio,patch_changed_lines,gold_changed_lines,elapsed_seconds,total_tokens,prompt_tokens,completion_tokens,author_review_note,bug_fix_evidence
multi,pytorch_multi_full_0080_cond_1a2dc89f170e,1a2dc89f170edbe2e10615a3aa32d1393729a6f9,c84f9b2069edd06e09fc04b89cb1672733dc60b4,API,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,def:cond;def:cond._validate_input;def:while_loop._validate_input,test/dynamo/test_higher_order_ops.py::test_cond_with_empty_operands;test/dynamo/test_higher_order_ops.py::test_hints_wrapper,data/multi_func_160/patches/pytorch_multi_full_0080_cond_1a2dc89f170e/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_higher_order_ops/cond.py,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,0.000,0.105,0.250,0.268,2,15,13.28,5608,1954,3654,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_higher_order_ops/cond.py']; gold_files=['torch/_higher_order_ops/cond.py', 'torch/_higher_order_ops/while_loop.py']; add_seq=0.105; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.250; patch_lines=2; gold_lines=15; risks=[]"
multi,pytorch_multi_full_0095_cond_1a2dc89f170e,1a2dc89f170edbe2e10615a3aa32d1393729a6f9,c84f9b2069edd06e09fc04b89cb1672733dc60b4,API,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,def:cond;def:cond._validate_input;def:while_loop._validate_input,test/dynamo/test_higher_order_ops.py::test_cond_with_empty_operands;test/dynamo/test_higher_order_ops.py::test_hints_wrapper,data/multi_func_160/patches/pytorch_multi_full_0095_cond_1a2dc89f170e/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_higher_order_ops/cond.py,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,0.000,0.105,0.250,0.268,2,15,13.347,5849,2034,3815,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_higher_order_ops/cond.py']; gold_files=['torch/_higher_order_ops/cond.py', 'torch/_higher_order_ops/while_loop.py']; add_seq=0.105; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.250; patch_lines=2; gold_lines=15; risks=[]"
multi,pytorch_multi_full_0095_cond_1a2dc89f170e,1a2dc89f170edbe2e10615a3aa32d1393729a6f9,c84f9b2069edd06e09fc04b89cb1672733dc60b4,API,deepseek,aider,search-replace-short-known-location-editregion,no_patch_retry_fill,deepseek_aider_no_patch_retry_fill_aider_searchreplace_short_v4pro_10000_retry_3000_nopatch_editregion_from76,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,def:cond;def:cond._validate_input;def:while_loop._validate_input,test/dynamo/test_higher_order_ops.py::test_cond_with_empty_operands;test/dynamo/test_higher_order_ops.py::test_hints_wrapper,data/multi_func_160/patches/pytorch_multi_full_0095_cond_1a2dc89f170e/deepseek__aider__no_patch_retry_fill__search-replace-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_higher_order_ops/cond.py,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,0.000,0.105,0.250,0.268,2,15,13.566,7294,1955,5339,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_higher_order_ops/cond.py']; gold_files=['torch/_higher_order_ops/cond.py', 'torch/_higher_order_ops/while_loop.py']; add_seq=0.105; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.250; patch_lines=2; gold_lines=15; risks=[]"
multi,pytorch_multi_full_0095_cond_1a2dc89f170e,1a2dc89f170edbe2e10615a3aa32d1393729a6f9,c84f9b2069edd06e09fc04b89cb1672733dc60b4,API,gpt,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,gpt_autocoderover_no_patch_retry_fill_autocoderover_openai_gpt4o_acrpatch_short_10000_retry_0083_0107_editregion,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,def:cond;def:cond._validate_input;def:while_loop._validate_input,test/dynamo/test_higher_order_ops.py::test_cond_with_empty_operands;test/dynamo/test_higher_order_ops.py::test_hints_wrapper,data/multi_func_160/patches/pytorch_multi_full_0095_cond_1a2dc89f170e/gpt__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,0.000,0.108,0.143,0.205,11,15,13.372,2029,1830,199,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_higher_order_ops/cond.py', 'torch/_higher_order_ops/while_loop.py']; gold_files=['torch/_higher_order_ops/cond.py', 'torch/_higher_order_ops/while_loop.py']; add_seq=0.108; rem_seq=0.205; add_jaccard=0.000; rem_jaccard=0.143; patch_lines=11; gold_lines=15; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0095_cond_1a2dc89f170e,1a2dc89f170edbe2e10615a3aa32d1393729a6f9,c84f9b2069edd06e09fc04b89cb1672733dc60b4,API,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,def:cond;def:cond._validate_input;def:while_loop._validate_input,test/dynamo/test_higher_order_ops.py::test_cond_with_empty_operands;test/dynamo/test_higher_order_ops.py::test_hints_wrapper,data/multi_func_160/patches/pytorch_multi_full_0095_cond_1a2dc89f170e/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_higher_order_ops/cond.py,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,0.000,0.105,0.250,0.268,2,15,13.522,1870,1815,55,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_higher_order_ops/cond.py']; gold_files=['torch/_higher_order_ops/cond.py', 'torch/_higher_order_ops/while_loop.py']; add_seq=0.105; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.250; patch_lines=2; gold_lines=15; risks=[]"
multi,pytorch_multi_full_0097_ir_bc4b04e05886,bc4b04e0588655c46685adc41da5e81c9a9fd6d8,6b414f56a4a133a428af618d8ed1553849341497,Shape,deepseek,agentless,search-replace-known-location-editregion,main,deepseek_agentless_main_agentless_search_replace_v4pro_3000_editregion,torch/_inductor/ir.py;torch/_meta_registrations.py,def:DeviceCopy.create;def:nan_to_num,test/inductor/test_aot_inductor.py::test_d2h_copy;test/test_fake_tensor.py::test_nan_to_num,data/multi_func_160/patches/pytorch_multi_full_0097_ir_bc4b04e05886/deepseek__agentless__main__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/ir.py;torch/_meta_registrations.py,torch/_inductor/ir.py;torch/_meta_registrations.py,0.000,0.345,0.333,0.650,4,16,25.093,3071,744,2327,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; gold_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; add_seq=0.345; rem_seq=0.650; add_jaccard=0.000; rem_jaccard=0.333; patch_lines=4; gold_lines=16; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0097_ir_bc4b04e05886,bc4b04e0588655c46685adc41da5e81c9a9fd6d8,6b414f56a4a133a428af618d8ed1553849341497,Shape,deepseek,aider,search-replace-short-known-location-editregion,main,deepseek_aider_main_aider_searchreplace_short_v4pro_3000_editregion,torch/_inductor/ir.py;torch/_meta_registrations.py,def:DeviceCopy.create;def:nan_to_num,test/inductor/test_aot_inductor.py::test_d2h_copy;test/test_fake_tensor.py::test_nan_to_num,data/multi_func_160/patches/pytorch_multi_full_0097_ir_bc4b04e05886/deepseek__aider__main__search-replace-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/ir.py,torch/_inductor/ir.py;torch/_meta_registrations.py,0.000,0.187,0.000,0.000,1,16,25.239,2899,672,2227,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py']; gold_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; add_seq=0.187; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=1; gold_lines=16; risks=[]"
multi,pytorch_multi_full_0097_ir_bc4b04e05886,bc4b04e0588655c46685adc41da5e81c9a9fd6d8,6b414f56a4a133a428af618d8ed1553849341497,Shape,deepseek,autocoderover,original-patched-short-known-location-editregion,main,deepseek_autocoderover_main_autocoderover_acrpatch_short_v4pro_3000_editregion,torch/_inductor/ir.py;torch/_meta_registrations.py,def:DeviceCopy.create;def:nan_to_num,test/inductor/test_aot_inductor.py::test_d2h_copy;test/test_fake_tensor.py::test_nan_to_num,data/multi_func_160/patches/pytorch_multi_full_0097_ir_bc4b04e05886/deepseek__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_inductor/ir.py;torch/_meta_registrations.py,torch/_inductor/ir.py;torch/_meta_registrations.py,0.000,0.303,0.714,0.873,8,16,25.203,3625,685,2940,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; gold_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; add_seq=0.303; rem_seq=0.873; add_jaccard=0.000; rem_jaccard=0.714; patch_lines=8; gold_lines=16; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0097_ir_bc4b04e05886,bc4b04e0588655c46685adc41da5e81c9a9fd6d8,6b414f56a4a133a428af618d8ed1553849341497,Shape,gpt,aider,search-replace-short-known-location-editregion,no_patch_retry_fill,gpt_aider_no_patch_retry_fill_aider_openai_gpt4o_searchreplace_short_10000_retry_0090_0109_editregion,torch/_inductor/ir.py;torch/_meta_registrations.py,def:DeviceCopy.create;def:nan_to_num,test/inductor/test_aot_inductor.py::test_d2h_copy;test/test_fake_tensor.py::test_nan_to_num,data/multi_func_160/patches/pytorch_multi_full_0097_ir_bc4b04e05886/gpt__aider__no_patch_retry_fill__search-replace-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/ir.py;torch/_meta_registrations.py,torch/_inductor/ir.py;torch/_meta_registrations.py,0.000,0.281,0.333,0.535,4,16,25.165,1191,1126,65,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; gold_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; add_seq=0.281; rem_seq=0.535; add_jaccard=0.000; rem_jaccard=0.333; patch_lines=4; gold_lines=16; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0097_ir_bc4b04e05886,bc4b04e0588655c46685adc41da5e81c9a9fd6d8,6b414f56a4a133a428af618d8ed1553849341497,Shape,gpt,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,gpt_autocoderover_no_patch_retry_fill_autocoderover_openai_gpt4o_acrpatch_short_10000_retry_0083_0107_editregion,torch/_inductor/ir.py;torch/_meta_registrations.py,def:DeviceCopy.create;def:nan_to_num,test/inductor/test_aot_inductor.py::test_d2h_copy;test/test_fake_tensor.py::test_nan_to_num,data/multi_func_160/patches/pytorch_multi_full_0097_ir_bc4b04e05886/gpt__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/ir.py;torch/_meta_registrations.py,torch/_inductor/ir.py;torch/_meta_registrations.py,0.000,0.284,0.167,0.398,3,16,25.065,1276,1137,139,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; gold_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; add_seq=0.284; rem_seq=0.398; add_jaccard=0.000; rem_jaccard=0.167; patch_lines=3; gold_lines=16; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0097_ir_bc4b04e05886,bc4b04e0588655c46685adc41da5e81c9a9fd6d8,6b414f56a4a133a428af618d8ed1553849341497,Shape,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_inductor/ir.py;torch/_meta_registrations.py,def:DeviceCopy.create;def:nan_to_num,test/inductor/test_aot_inductor.py::test_d2h_copy;test/test_fake_tensor.py::test_nan_to_num,data/multi_func_160/patches/pytorch_multi_full_0097_ir_bc4b04e05886/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/ir.py;torch/_meta_registrations.py,torch/_inductor/ir.py;torch/_meta_registrations.py,0.000,0.326,0.167,0.398,3,16,25.308,1244,1122,122,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; gold_files=['torch/_inductor/ir.py', 'torch/_meta_registrations.py']; add_seq=0.326; rem_seq=0.398; add_jaccard=0.000; rem_jaccard=0.167; patch_lines=3; gold_lines=16; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0078_exported_program_e894219504cd,e894219504cdd2653795b839cb94913b841da880,f044c1a7c89f1893e2dbef5d3fcc02b7a090484a,Logic,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/export/exported_program.py;torch/export/graph_signature.py,def:ExportGraphSignature.user_outputs;def:_decompose_and_get_gm_with_new_signature_constants,test/export/test_experimental.py::test_joint_loss_index,data/multi_func_160/patches/pytorch_multi_full_0078_exported_program_e894219504cd/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/export/exported_program.py;torch/export/graph_signature.py,torch/export/exported_program.py;torch/export/graph_signature.py,0.000,0.852,1.000,1.000,4,7,14.219,2995,1128,1867,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/export/exported_program.py', 'torch/export/graph_signature.py']; gold_files=['torch/export/exported_program.py', 'torch/export/graph_signature.py']; add_seq=0.852; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=4; gold_lines=7; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0078_exported_program_e894219504cd,e894219504cdd2653795b839cb94913b841da880,f044c1a7c89f1893e2dbef5d3fcc02b7a090484a,Logic,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/export/exported_program.py;torch/export/graph_signature.py,def:ExportGraphSignature.user_outputs;def:_decompose_and_get_gm_with_new_signature_constants,test/export/test_experimental.py::test_joint_loss_index,data/multi_func_160/patches/pytorch_multi_full_0078_exported_program_e894219504cd/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/export/exported_program.py;torch/export/graph_signature.py,torch/export/exported_program.py;torch/export/graph_signature.py,0.000,0.928,1.000,1.000,4,7,10.72,1099,1007,92,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/export/exported_program.py', 'torch/export/graph_signature.py']; gold_files=['torch/export/exported_program.py', 'torch/export/graph_signature.py']; add_seq=0.928; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=4; gold_lines=7; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0079__utils_37149d032cd7,37149d032cd7b61bf819198a1177b5b055d9eb23,555bddbef7173023423b912f0e6aeb6005f4a082,API,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_utils.py;torch/storage.py,def:TypedStorage.to;def:_StorageBase.to;def:_to,test/test_torch.py::test_storage_all_devices,data/multi_func_160/patches/pytorch_multi_full_0079__utils_37149d032cd7/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_utils.py,torch/_utils.py;torch/storage.py,0.000,0.118,0.000,0.000,7,33,15.371,6878,916,5962,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_utils.py']; gold_files=['torch/_utils.py', 'torch/storage.py']; add_seq=0.118; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=7; gold_lines=33; risks=[]"
multi,pytorch_multi_full_0094__utils_37149d032cd7,37149d032cd7b61bf819198a1177b5b055d9eb23,555bddbef7173023423b912f0e6aeb6005f4a082,API,gpt,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,gpt_autocoderover_no_patch_retry_fill_autocoderover_openai_gpt4o_acrpatch_short_10000_retry_0083_0107_editregion,torch/_utils.py;torch/storage.py,def:TypedStorage.to;def:_StorageBase.to;def:_to,test/test_torch.py::test_storage_all_devices,data/multi_func_160/patches/pytorch_multi_full_0094__utils_37149d032cd7/gpt__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/storage.py,torch/_utils.py;torch/storage.py,0.000,0.017,0.000,0.072,2,33,9.944,1245,865,380,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/storage.py']; gold_files=['torch/_utils.py', 'torch/storage.py']; add_seq=0.017; rem_seq=0.072; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=33; risks=[]"
multi,pytorch_multi_full_0082_mps_99b32a6750bf,99b32a6750bfd0cfe2bc84a47823e1da34802b7b,783da8b8e7f3af90c5b8bde4c849768bd2860834,Numeric,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,def:MetalExprPrinter._print_Float;def:TritonPrinter._print_Float,test/inductor/test_torchinductor.py::test_index_float_zero,data/multi_func_160/patches/pytorch_multi_full_0082_mps_99b32a6750bf/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,many_numeric_literals,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,0.000,0.018,0.000,0.000,2,9,87.583,4232,1116,3116,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; add_seq=0.018; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=9; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0098_mps_99b32a6750bf,99b32a6750bfd0cfe2bc84a47823e1da34802b7b,783da8b8e7f3af90c5b8bde4c849768bd2860834,Numeric,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,def:MetalExprPrinter._print_Float;def:TritonPrinter._print_Float,test/inductor/test_torchinductor.py::test_index_float_zero,data/multi_func_160/patches/pytorch_multi_full_0098_mps_99b32a6750bf/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,0.000,0.051,0.000,0.120,5,9,56.57,5452,1196,4256,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; add_seq=0.051; rem_seq=0.120; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=5; gold_lines=9; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0098_mps_99b32a6750bf,99b32a6750bfd0cfe2bc84a47823e1da34802b7b,783da8b8e7f3af90c5b8bde4c849768bd2860834,Numeric,deepseek,aider,search-replace-short-known-location-editregion,no_patch_retry_fill,deepseek_aider_no_patch_retry_fill_aider_searchreplace_short_v4pro_10000_retry_3000_nopatch_editregion_from76,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,def:MetalExprPrinter._print_Float;def:TritonPrinter._print_Float,test/inductor/test_torchinductor.py::test_index_float_zero,data/multi_func_160/patches/pytorch_multi_full_0098_mps_99b32a6750bf/deepseek__aider__no_patch_retry_fill__search-replace-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,0.100,0.331,0.000,0.120,6,9,36.844,4220,1117,3103,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; add_seq=0.331; rem_seq=0.120; add_jaccard=0.100; rem_jaccard=0.000; patch_lines=6; gold_lines=9; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0098_mps_99b32a6750bf,99b32a6750bfd0cfe2bc84a47823e1da34802b7b,783da8b8e7f3af90c5b8bde4c849768bd2860834,Numeric,deepseek,swe,tool-call-short-known-location-editregion,main,deepseek_swe_main_swe_toolcall_short_v4pro_3000_editregion,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,def:MetalExprPrinter._print_Float;def:TritonPrinter._print_Float,test/inductor/test_torchinductor.py::test_index_float_zero,data/multi_func_160/patches/pytorch_multi_full_0098_mps_99b32a6750bf/deepseek__swe__main__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,0.000,0.052,0.000,0.120,4,9,22.379,3745,838,2907,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; add_seq=0.052; rem_seq=0.120; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=4; gold_lines=9; risks=[]"
multi,pytorch_multi_full_0098_mps_99b32a6750bf,99b32a6750bfd0cfe2bc84a47823e1da34802b7b,783da8b8e7f3af90c5b8bde4c849768bd2860834,Numeric,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,def:MetalExprPrinter._print_Float;def:TritonPrinter._print_Float,test/inductor/test_torchinductor.py::test_index_float_zero,data/multi_func_160/patches/pytorch_multi_full_0098_mps_99b32a6750bf/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,0.000,0.048,0.000,0.102,2,9,22.005,1249,1126,123,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; add_seq=0.048; rem_seq=0.102; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=9; risks=[]"
multi,pytorch_multi_full_0098_mps_99b32a6750bf,99b32a6750bfd0cfe2bc84a47823e1da34802b7b,783da8b8e7f3af90c5b8bde4c849768bd2860834,Numeric,gpt,aider,search-replace-short-known-location-editregion,no_patch_retry_fill,gpt_aider_no_patch_retry_fill_aider_openai_gpt4o_searchreplace_short_10000_retry_0090_0109_editregion,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,def:MetalExprPrinter._print_Float;def:TritonPrinter._print_Float,test/inductor/test_torchinductor.py::test_index_float_zero,data/multi_func_160/patches/pytorch_multi_full_0098_mps_99b32a6750bf/gpt__aider__no_patch_retry_fill__search-replace-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/mps.py;torch/_inductor/codegen/triton.py,0.000,0.021,0.000,0.120,8,9,22.388,1269,1049,220,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/mps.py', 'torch/_inductor/codegen/triton.py']; add_seq=0.021; rem_seq=0.120; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=8; gold_lines=9; risks=['many_numeric_literals']"
